frame,num_atoms,num_adsorbates,count_As,count_Al,count_Re,count_Co,count_H,count_Si,count_Pt,count_Ti,count_S,count_Te,count_Ca,count_K,count_Se,count_V,count_Zr,count_Ge,count_Mn,count_Bi,count_Sn,count_Ga,count_N,count_Au,count_Hf,count_C,count_O,count_Fe,count_Cs,count_Cl,count_Tc,count_Sc,count_Ni,count_Ta,count_In,count_Ir,count_Rh,count_Os,count_Mo,count_Nb,count_Cr,count_Ag,count_Rb,count_Y,count_Sb,count_Sr,count_Pb,count_Cu,count_Pd,count_Tl,count_Na,count_P,count_Hg,count_Cd,count_Zn,count_Ru,count_W,count_B
2048,3074,187,12.0,450.0,0.0,24.0,98,24.0,64.0,0.0,96.0,96.0,98.0,32.0,80.0,116.0,12.0,58.0,0.0,0.0,52.0,0.0,77,0.0,60.0,53,36,0.0,16.0,120.0,0.0,84.0,54.0,96.0,32.0,20.0,64.0,12.0,72.0,96.0,24.0,8.0,32.0,0.0,24.0,156.0,10.0,136.0,120.0,32.0,152.0,8.0,72.0,0.0,0.0,72.0,24.0,0.0
2049,3066,199,16.0,364.0,12.0,16.0,102,180.0,219.0,54.0,198.0,0.0,108.0,24.0,80.0,108.0,42.0,36.0,0.0,0.0,16.0,0.0,48,68.0,0.0,61,36,32.0,0.0,48.0,0.0,32.0,72.0,40.0,70.0,32.0,32.0,0.0,0.0,32.0,36.0,63.0,24.0,110.0,118.0,76.0,52.0,36.0,56.0,0.0,16.0,0.0,8.0,39.0,142.0,64.0,48.0,0.0
2050,2717,218,48.0,82.0,12.0,4.0,124,0.0,48.0,92.0,144.0,172.0,64.0,24.0,94.0,48.0,58.0,80.0,0.0,11.0,312.0,0.0,32,32.0,92.0,52,42,0.0,0.0,114.0,0.0,16.0,0.0,16.0,5.0,0.0,100.0,0.0,40.0,46.0,0.0,44.0,9.0,60.0,24.0,0.0,60.0,92.0,132.0,0.0,68.0,16.0,24.0,72.0,68.0,12.0,32.0,0.0
2051,3175,327,80.0,114.0,0.0,0.0,231,157.0,47.0,24.0,76.0,192.0,72.0,48.0,152.0,12.0,89.0,0.0,54.0,62.0,0.0,76.0,17,88.0,80.0,53,43,12.0,28.0,72.0,0.0,0.0,48.0,156.0,40.0,15.0,160.0,48.0,60.0,18.0,4.0,0.0,24.0,32.0,136.0,20.0,32.0,74.0,86.0,0.0,128.0,8.0,0.0,48.0,32.0,27.0,100.0,0.0
2052,3029,314,84.0,40.0,12.0,0.0,224,90.0,48.0,52.0,280.0,72.0,128.0,76.0,152.0,36.0,64.0,110.0,34.0,64.0,6.0,50.0,18,72.0,162.0,50,40,0.0,16.0,124.0,0.0,16.0,96.0,90.0,99.0,0.0,0.0,0.0,72.0,36.0,0.0,52.0,0.0,0.0,0.0,30.0,40.0,24.0,24.0,16.0,76.0,178.0,8.0,63.0,5.0,0.0,0.0,0.0
2053,2904,259,44.0,63.0,0.0,0.0,152,104.0,68.0,199.0,42.0,16.0,40.0,44.0,128.0,0.0,40.0,96.0,32.0,44.0,12.0,48.0,71,0.0,127.0,61,46,0.0,6.0,16.0,0.0,72.0,120.0,72.0,40.0,92.0,28.0,0.0,0.0,24.0,0.0,104.0,24.0,104.0,56.0,60.0,68.0,0.0,107.0,24.0,12.0,80.0,0.0,70.0,232.0,16.0,0.0,0.0
2054,3048,249,56.0,112.0,0.0,0.0,164,112.0,148.0,24.0,84.0,228.0,100.0,44.0,64.0,108.0,30.0,28.0,16.0,24.0,52.0,237.0,170,68.0,52.0,51,34,64.0,0.0,64.0,0.0,144.0,56.0,0.0,56.0,24.0,54.0,0.0,24.0,76.0,86.0,0.0,48.0,76.0,20.0,36.0,0.0,0.0,0.0,24.0,60.0,56.0,0.0,36.0,0.0,38.0,0.0,0.0
2055,3063,416,36.0,0.0,0.0,80.0,144,213.0,60.0,66.0,238.0,124.0,98.0,108.0,96.0,0.0,0.0,0.0,0.0,40.0,56.0,0.0,107,68.0,0.0,217,55,60.0,0.0,64.0,0.0,24.0,54.0,48.0,18.0,12.0,48.0,0.0,16.0,36.0,8.0,0.0,40.0,120.0,18.0,16.0,36.0,72.0,32.0,64.0,80.0,64.0,104.0,24.0,27.0,124.0,48.0,0.0
2056,2856,349,56.0,220.0,0.0,0.0,237,100.0,40.0,48.0,210.0,96.0,80.0,88.0,0.0,0.0,118.0,136.0,8.0,48.0,30.0,38.0,99,16.0,24.0,79,33,0.0,24.0,24.0,0.0,40.0,68.0,0.0,48.0,80.0,0.0,24.0,36.0,0.0,0.0,32.0,24.0,40.0,56.0,8.0,0.0,16.0,16.0,26.0,24.0,284.0,34.0,24.0,48.0,64.0,12.0,0.0
2057,2964,183,96.0,152.0,8.0,24.0,81,84.0,18.0,236.0,168.0,88.0,83.0,0.0,72.0,66.0,136.0,108.0,20.0,44.0,44.0,188.0,89,16.0,64.0,49,53,82.0,12.0,116.0,36.0,44.0,12.0,132.0,52.0,16.0,28.0,20.0,12.0,16.0,0.0,12.0,0.0,66.0,24.0,8.0,60.0,0.0,12.0,0.0,32.0,0.0,41.0,12.0,24.0,84.0,24.0,0.0
2058,3047,369,40.0,199.0,0.0,24.0,261,182.0,56.0,48.0,96.0,24.0,84.0,24.0,96.0,0.0,162.0,0.0,78.0,50.0,60.0,42.0,63,48.0,12.0,55,53,30.0,0.0,72.0,16.0,52.0,36.0,72.0,0.0,8.0,126.0,24.0,54.0,22.0,52.0,26.0,0.0,16.0,52.0,32.0,0.0,60.0,68.0,60.0,22.0,150.0,30.0,60.0,24.0,66.0,60.0,0.0
2059,3029,253,76.0,148.0,0.0,30.0,153,0.0,72.0,96.0,188.0,130.0,88.0,24.0,128.0,91.0,80.0,48.0,12.0,32.0,40.0,36.0,19,48.0,0.0,58,42,0.0,40.0,72.0,48.0,0.0,32.0,0.0,108.0,104.0,152.0,64.0,100.0,64.0,0.0,0.0,0.0,0.0,24.0,36.0,16.0,0.0,36.0,24.0,44.0,306.0,0.0,56.0,42.0,0.0,22.0,0.0
2060,2901,229,80.0,206.0,0.0,32.0,120,24.0,80.0,144.0,96.0,16.0,96.0,36.0,156.0,0.0,48.0,48.0,0.0,88.0,90.0,112.0,15,96.0,146.0,55,54,36.0,8.0,0.0,0.0,82.0,24.0,0.0,62.0,0.0,12.0,0.0,48.0,88.0,36.0,18.0,32.0,0.0,48.0,72.0,32.0,56.0,148.0,0.0,40.0,60.0,0.0,32.0,117.0,12.0,0.0,0.0
2061,3045,346,24.0,0.0,0.0,60.0,258,142.0,111.0,164.0,313.0,112.0,48.0,108.0,96.0,0.0,36.0,12.0,0.0,32.0,20.0,24.0,19,94.0,66.0,45,43,0.0,40.0,84.0,0.0,32.0,27.0,84.0,44.0,0.0,16.0,0.0,0.0,30.0,30.0,56.0,34.0,24.0,112.0,44.0,16.0,74.0,42.0,0.0,29.0,136.0,140.0,0.0,84.0,24.0,16.0,0.0
2062,2704,206,12.0,0.0,72.0,0.0,113,56.0,40.0,80.0,216.0,262.0,32.0,124.0,104.0,27.0,44.0,24.0,27.0,40.0,0.0,20.0,82,24.0,80.0,55,38,0.0,22.0,48.0,0.0,170.0,12.0,66.0,145.0,0.0,0.0,0.0,96.0,0.0,48.0,12.0,0.0,8.0,72.0,0.0,12.0,48.0,91.0,0.0,88.0,12.0,12.0,8.0,40.0,80.0,42.0,0.0
2063,2941,268,8.0,84.0,0.0,24.0,170,80.0,24.0,120.0,207.0,98.0,40.0,0.0,188.0,0.0,0.0,20.0,16.0,0.0,80.0,144.0,43,148.0,60.0,54,44,36.0,34.0,24.0,0.0,22.0,40.0,0.0,46.0,64.0,8.0,0.0,108.0,0.0,0.0,8.0,24.0,56.0,8.0,30.0,80.0,112.0,244.0,50.0,0.0,30.0,54.0,48.0,83.0,16.0,64.0,0.0
2064,2943,209,104.0,52.0,0.0,0.0,121,60.0,108.0,76.0,136.0,12.0,144.0,40.0,40.0,78.0,64.0,96.0,0.0,32.0,0.0,188.0,98,136.0,16.0,49,39,24.0,8.0,144.0,24.0,64.0,36.0,12.0,0.0,24.0,36.0,0.0,110.0,18.0,0.0,96.0,100.0,48.0,16.0,0.0,0.0,48.0,44.0,98.0,66.0,110.0,64.0,8.0,24.0,32.0,0.0,0.0
2065,2986,290,18.0,164.0,0.0,20.0,189,108.0,120.0,56.0,112.0,78.0,48.0,24.0,168.0,0.0,82.0,36.0,52.0,0.0,112.0,127.0,48,24.0,112.0,56,45,44.0,34.0,36.0,52.0,24.0,12.0,18.0,72.0,48.0,167.0,0.0,114.0,96.0,0.0,59.0,40.0,45.0,52.0,6.0,0.0,0.0,27.0,0.0,120.0,24.0,0.0,24.0,41.0,32.0,0.0,0.0
2066,2753,263,207.0,66.0,32.0,80.0,166,0.0,20.0,223.0,200.0,12.0,138.0,0.0,32.0,0.0,32.0,8.0,0.0,0.0,20.0,60.0,70,8.0,16.0,50,47,111.0,8.0,40.0,0.0,24.0,0.0,60.0,86.0,0.0,16.0,0.0,24.0,4.0,72.0,56.0,20.0,66.0,0.0,48.0,72.0,32.0,72.0,38.0,96.0,180.0,41.0,16.0,48.0,12.0,24.0,0.0
2067,2952,180,0.0,308.0,0.0,0.0,95,116.0,64.0,82.0,192.0,81.0,12.0,28.0,120.0,36.0,130.0,48.0,16.0,0.0,0.0,18.0,9,51.0,0.0,52,33,82.0,3.0,116.0,0.0,64.0,81.0,26.0,92.0,8.0,218.0,0.0,24.0,76.0,15.0,36.0,24.0,92.0,32.0,20.0,42.0,94.0,148.0,0.0,0.0,38.0,0.0,0.0,112.0,18.0,0.0,0.0
2068,2759,289,8.0,28.0,60.0,48.0,185,60.0,64.0,83.0,144.0,44.0,88.0,16.0,72.0,228.0,0.0,60.0,12.0,48.0,54.0,40.0,80,52.0,80.0,61,43,0.0,64.0,72.0,0.0,70.0,76.0,18.0,24.0,0.0,127.0,24.0,16.0,48.0,0.0,22.0,8.0,16.0,66.0,68.0,64.0,0.0,68.0,0.0,0.0,24.0,42.0,80.0,0.0,104.0,0.0,0.0
2069,2660,268,62.0,100.0,12.0,0.0,168,152.0,0.0,164.0,64.0,32.0,22.0,16.0,232.0,48.0,40.0,16.0,30.0,0.0,9.0,146.0,9,0.0,50.0,61,39,68.0,18.0,72.0,0.0,56.0,48.0,36.0,24.0,54.0,176.0,32.0,53.0,64.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,78.0,80.0,56.0,8.0,60.0,40.0,80.0,36.0,12.0,12.0,0.0
2070,3031,191,100.0,102.0,70.0,0.0,94,64.0,96.0,168.0,400.0,64.0,36.0,32.0,12.0,0.0,47.0,152.0,48.0,32.0,42.0,64.0,36,40.0,48.0,62,35,40.0,16.0,100.0,72.0,24.0,32.0,40.0,48.0,70.0,45.0,0.0,20.0,0.0,0.0,54.0,28.0,24.0,20.0,36.0,28.0,36.0,100.0,20.0,32.0,128.0,44.0,0.0,48.0,74.0,8.0,0.0
2071,2577,333,60.0,168.0,8.0,0.0,235,44.0,104.0,112.0,132.0,52.0,92.0,0.0,20.0,32.0,32.0,56.0,116.0,0.0,48.0,60.0,21,32.0,80.0,51,47,64.0,84.0,0.0,0.0,12.0,24.0,48.0,32.0,0.0,48.0,0.0,72.0,0.0,0.0,12.0,0.0,42.0,88.0,24.0,36.0,156.0,48.0,0.0,52.0,21.0,52.0,0.0,24.0,36.0,0.0,0.0
2072,3129,354,32.0,72.0,0.0,16.0,265,272.0,0.0,162.0,100.0,92.0,104.0,68.0,132.0,56.0,134.0,0.0,0.0,40.0,48.0,188.0,29,36.0,36.0,51,38,80.0,0.0,64.0,0.0,76.0,112.0,24.0,124.0,0.0,60.0,0.0,0.0,56.0,50.0,4.0,4.0,16.0,76.0,16.0,40.0,0.0,68.0,24.0,44.0,48.0,44.0,0.0,72.0,56.0,0.0,0.0
2073,3139,267,150.0,32.0,24.0,16.0,161,160.0,112.0,48.0,162.0,172.0,196.0,40.0,32.0,132.0,122.0,32.0,48.0,48.0,38.0,40.0,103,0.0,84.0,67,39,0.0,8.0,96.0,0.0,16.0,16.0,12.0,0.0,24.0,0.0,0.0,0.0,36.0,0.0,32.0,64.0,48.0,136.0,60.0,138.0,88.0,160.0,32.0,20.0,24.0,28.0,0.0,43.0,0.0,0.0,0.0
2074,2858,190,48.0,152.0,54.0,24.0,100,84.0,12.0,68.0,294.0,96.0,32.0,24.0,42.0,84.0,16.0,0.0,16.0,150.0,0.0,74.0,57,28.0,32.0,53,37,16.0,0.0,120.0,0.0,60.0,20.0,80.0,44.0,36.0,0.0,0.0,16.0,72.0,48.0,24.0,12.0,76.0,60.0,46.0,64.0,0.0,120.0,164.0,30.0,96.0,0.0,8.0,57.0,0.0,12.0,0.0
2075,3226,229,194.0,128.0,0.0,24.0,128,48.0,128.0,162.0,104.0,72.0,52.0,42.0,100.0,0.0,24.0,64.0,78.0,0.0,82.0,64.0,63,8.0,156.0,63,38,0.0,0.0,108.0,0.0,76.0,88.0,16.0,256.0,32.0,32.0,0.0,0.0,12.0,0.0,208.0,0.0,74.0,32.0,60.0,8.0,28.0,44.0,16.0,136.0,36.0,72.0,38.0,32.0,0.0,0.0,0.0
2076,3040,221,86.0,36.0,0.0,16.0,91,118.0,138.0,98.0,224.0,126.0,62.0,16.0,186.0,72.0,64.0,80.0,36.0,6.0,0.0,44.0,136,16.0,89.0,79,51,48.0,0.0,112.0,0.0,30.0,54.0,76.0,12.0,0.0,86.0,0.0,0.0,28.0,44.0,96.0,0.0,0.0,132.0,50.0,24.0,104.0,72.0,12.0,18.0,0.0,0.0,56.0,64.0,32.0,20.0,0.0
2077,2851,199,56.0,121.0,0.0,18.0,106,164.0,0.0,148.0,158.0,52.0,0.0,48.0,138.0,9.0,56.0,0.0,48.0,0.0,48.0,150.0,79,44.0,52.0,52,41,24.0,56.0,80.0,0.0,56.0,48.0,18.0,32.0,68.0,92.0,0.0,80.0,36.0,7.0,48.0,48.0,8.0,32.0,0.0,78.0,148.0,0.0,40.0,78.0,32.0,94.0,0.0,60.0,0.0,0.0,0.0
2078,2744,195,50.0,18.0,48.0,60.0,100,64.0,21.0,80.0,249.0,148.0,48.0,0.0,0.0,0.0,40.0,42.0,0.0,60.0,78.0,114.0,51,0.0,28.0,56,39,72.0,24.0,108.0,0.0,104.0,16.0,0.0,34.0,12.0,104.0,32.0,18.0,66.0,114.0,14.0,12.0,56.0,18.0,32.0,12.0,76.0,106.0,30.0,34.0,200.0,8.0,8.0,40.0,0.0,0.0,0.0
2079,2626,179,104.0,148.0,68.0,40.0,93,16.0,48.0,0.0,120.0,86.0,16.0,62.0,192.0,24.0,24.0,108.0,32.0,16.0,40.0,36.0,24,108.0,32.0,42,44,0.0,12.0,0.0,8.0,108.0,220.0,0.0,72.0,12.0,90.0,0.0,0.0,60.0,16.0,64.0,40.0,20.0,32.0,18.0,16.0,92.0,0.0,0.0,40.0,86.0,0.0,48.0,40.0,9.0,0.0,0.0
2080,2997,380,56.0,12.0,64.0,24.0,186,159.0,48.0,125.0,164.0,32.0,16.0,44.0,80.0,36.0,0.0,48.0,50.0,0.0,110.0,102.0,160,118.0,12.0,145,49,12.0,12.0,74.0,0.0,8.0,0.0,18.0,267.0,40.0,0.0,60.0,0.0,10.0,18.0,16.0,24.0,0.0,28.0,80.0,24.0,48.0,48.0,32.0,86.0,112.0,52.0,0.0,32.0,32.0,24.0,0.0
2081,2994,210,120.0,70.0,24.0,88.0,98,84.0,140.0,0.0,206.0,48.0,48.0,56.0,24.0,108.0,54.0,100.0,0.0,24.0,24.0,68.0,119,152.0,62.0,68,44,90.0,16.0,116.0,0.0,30.0,6.0,20.0,118.0,78.0,32.0,132.0,18.0,18.0,0.0,36.0,0.0,36.0,54.0,36.0,24.0,8.0,81.0,6.0,48.0,12.0,32.0,28.0,36.0,54.0,0.0,0.0
2082,3099,312,36.0,160.0,0.0,12.0,212,190.0,24.0,152.0,230.0,38.0,74.0,32.0,92.0,153.0,48.0,48.0,54.0,12.0,24.0,60.0,84,16.0,36.0,51,49,72.0,0.0,12.0,48.0,0.0,36.0,56.0,64.0,48.0,72.0,0.0,0.0,24.0,56.0,0.0,12.0,12.0,0.0,18.0,0.0,76.0,255.0,40.0,30.0,36.0,60.0,45.0,116.0,24.0,0.0,0.0
2083,2982,303,32.0,0.0,0.0,0.0,143,48.0,64.0,104.0,64.0,24.0,110.0,65.0,152.0,0.0,80.0,84.0,64.0,60.0,64.0,72.0,43,88.0,48.0,119,41,0.0,12.0,24.0,16.0,20.0,250.0,70.0,145.0,27.0,0.0,0.0,32.0,0.0,24.0,96.0,0.0,103.0,84.0,0.0,16.0,42.0,64.0,0.0,16.0,16.0,24.0,0.0,118.0,88.0,126.0,0.0
2084,2865,250,78.0,144.0,0.0,24.0,104,0.0,44.0,48.0,240.0,64.0,16.0,0.0,102.0,48.0,88.0,26.0,24.0,24.0,64.0,68.0,65,8.0,90.0,108,38,24.0,16.0,108.0,24.0,48.0,76.0,92.0,50.0,0.0,27.0,0.0,0.0,0.0,24.0,78.0,44.0,14.0,128.0,50.0,16.0,0.0,78.0,32.0,20.0,182.0,40.0,16.0,119.0,20.0,24.0,0.0
2085,2841,283,0.0,100.0,48.0,48.0,168,83.0,144.0,164.0,236.0,228.0,80.0,16.0,88.0,72.0,40.0,32.0,16.0,16.0,16.0,48.0,16,39.0,48.0,70,45,0.0,0.0,24.0,0.0,59.0,82.0,30.0,64.0,33.0,8.0,48.0,0.0,42.0,12.0,16.0,0.0,40.0,96.0,12.0,12.0,12.0,59.0,8.0,12.0,123.0,44.0,20.0,34.0,54.0,36.0,0.0
2086,2963,322,32.0,52.0,36.0,104.0,166,200.0,8.0,28.0,96.0,52.0,56.0,16.0,56.0,12.0,72.0,108.0,0.0,12.0,88.0,140.0,203,52.0,148.0,110,46,6.0,22.0,116.0,0.0,68.0,12.0,0.0,54.0,52.0,20.0,0.0,0.0,12.0,112.0,80.0,0.0,46.0,48.0,0.0,70.0,0.0,100.0,0.0,36.0,96.0,0.0,36.0,24.0,44.0,16.0,0.0
2087,2640,176,100.0,80.0,0.0,80.0,86,112.0,36.0,160.0,116.0,110.0,24.0,0.0,12.0,48.0,0.0,12.0,27.0,12.0,12.0,102.0,16,110.0,118.0,55,35,65.0,0.0,118.0,12.0,112.0,32.0,30.0,24.0,16.0,128.0,0.0,40.0,52.0,0.0,60.0,24.0,0.0,48.0,36.0,0.0,90.0,36.0,36.0,80.0,0.0,36.0,0.0,0.0,18.0,84.0,0.0
2088,3265,385,75.0,290.0,48.0,0.0,110,268.0,96.0,84.0,124.0,16.0,56.0,0.0,105.0,0.0,156.0,136.0,32.0,0.0,68.0,96.0,140,72.0,0.0,221,54,24.0,6.0,34.0,0.0,24.0,8.0,32.0,0.0,48.0,72.0,92.0,60.0,0.0,88.0,56.0,8.0,96.0,0.0,24.0,20.0,32.0,84.0,0.0,84.0,64.0,0.0,0.0,22.0,40.0,0.0,0.0
2089,2832,228,16.0,12.0,8.0,104.0,131,32.0,78.0,82.0,224.0,104.0,108.0,10.0,36.0,48.0,166.0,68.0,0.0,0.0,48.0,158.0,155,32.0,102.0,55,42,24.0,0.0,108.0,56.0,0.0,0.0,20.0,34.0,0.0,66.0,0.0,16.0,0.0,0.0,0.0,4.0,86.0,16.0,12.0,8.0,70.0,40.0,76.0,0.0,18.0,35.0,80.0,60.0,112.0,72.0,0.0
2090,2882,242,18.0,122.0,16.0,0.0,147,178.0,24.0,0.0,296.0,52.0,83.0,64.0,192.0,80.0,72.0,20.0,18.0,84.0,0.0,0.0,14,0.0,0.0,50,45,0.0,0.0,102.0,0.0,30.0,0.0,6.0,72.0,5.0,60.0,0.0,0.0,42.0,0.0,56.0,12.0,32.0,68.0,12.0,124.0,158.0,96.0,16.0,40.0,122.0,60.0,20.0,54.0,100.0,20.0,0.0
2091,3101,228,0.0,232.0,0.0,0.0,127,84.0,70.0,176.0,196.0,226.0,36.0,76.0,44.0,18.0,32.0,40.0,16.0,76.0,46.0,12.0,104,68.0,60.0,58,43,48.0,0.0,0.0,0.0,156.0,140.0,81.0,28.0,30.0,0.0,0.0,56.0,0.0,12.0,0.0,28.0,140.0,36.0,0.0,28.0,24.0,84.0,36.0,28.0,234.0,48.0,0.0,0.0,0.0,24.0,0.0
2092,3055,470,62.0,98.0,0.0,0.0,375,12.0,54.0,72.0,182.0,32.0,187.0,0.0,166.0,72.0,56.0,24.0,6.0,16.0,92.0,252.0,42,106.0,12.0,58,37,40.0,8.0,24.0,24.0,16.0,0.0,0.0,84.0,0.0,132.0,0.0,9.0,49.0,0.0,24.0,12.0,72.0,16.0,98.0,0.0,56.0,230.0,0.0,68.0,4.0,0.0,40.0,18.0,0.0,18.0,0.0
2093,2794,286,24.0,180.0,10.0,60.0,181,110.0,0.0,24.0,200.0,138.0,24.0,0.0,174.0,62.0,50.0,26.0,116.0,0.0,56.0,48.0,45,16.0,24.0,61,44,9.0,54.0,24.0,0.0,30.0,0.0,8.0,16.0,0.0,18.0,0.0,30.0,64.0,32.0,132.0,72.0,34.0,48.0,46.0,16.0,210.0,0.0,0.0,40.0,120.0,0.0,10.0,72.0,24.0,12.0,0.0
2094,2754,245,96.0,74.0,24.0,0.0,144,72.0,0.0,60.0,93.0,122.0,31.0,60.0,144.0,39.0,48.0,48.0,36.0,0.0,82.0,24.0,65,80.0,110.0,60,41,0.0,8.0,121.0,0.0,36.0,96.0,0.0,58.0,0.0,36.0,27.0,6.0,0.0,64.0,69.0,0.0,48.0,32.0,148.0,36.0,4.0,96.0,0.0,0.0,213.0,24.0,27.0,34.0,0.0,18.0,0.0
2095,2741,249,64.0,56.0,0.0,70.0,152,172.0,52.0,88.0,170.0,120.0,140.0,40.0,48.0,0.0,72.0,30.0,24.0,0.0,16.0,176.0,52,64.0,54.0,58,39,0.0,24.0,214.0,0.0,24.0,12.0,0.0,60.0,48.0,24.0,52.0,60.0,92.0,24.0,32.0,0.0,0.0,112.0,0.0,16.0,86.0,0.0,12.0,16.0,0.0,12.0,64.0,0.0,0.0,0.0,0.0
2096,2948,169,120.0,8.0,0.0,104.0,77,16.0,16.0,16.0,297.0,96.0,0.0,0.0,214.0,108.0,80.0,8.0,0.0,16.0,41.0,198.0,103,16.0,12.0,48,44,0.0,24.0,58.0,0.0,0.0,48.0,106.0,80.0,20.0,0.0,0.0,16.0,96.0,16.0,18.0,26.0,6.0,75.0,112.0,18.0,0.0,100.0,86.0,76.0,136.0,0.0,0.0,193.0,0.0,0.0,0.0
2097,2863,266,108.0,0.0,48.0,0.0,156,144.0,66.0,156.0,150.0,144.0,57.0,44.0,48.0,0.0,16.0,64.0,32.0,15.0,24.0,64.0,88,36.0,80.0,62,48,0.0,20.0,44.0,32.0,32.0,62.0,88.0,16.0,0.0,70.0,24.0,0.0,14.0,6.0,106.0,36.0,32.0,16.0,72.0,5.0,8.0,92.0,24.0,100.0,64.0,16.0,82.0,96.0,32.0,24.0,0.0
2098,3062,274,44.0,24.0,0.0,56.0,170,52.0,44.0,90.0,219.0,60.0,96.0,112.0,156.0,12.0,232.0,52.0,16.0,0.0,90.0,186.0,36,16.0,54.0,55,49,78.0,0.0,112.0,0.0,30.0,0.0,60.0,0.0,6.0,48.0,20.0,12.0,0.0,0.0,134.0,24.0,56.0,52.0,8.0,0.0,108.0,8.0,37.0,0.0,64.0,32.0,50.0,142.0,0.0,60.0,0.0
2099,2691,171,0.0,68.0,48.0,84.0,88,128.0,16.0,108.0,84.0,128.0,0.0,44.0,184.0,78.0,56.0,56.0,24.0,0.0,58.0,120.0,14,46.0,72.0,49,34,0.0,0.0,84.0,0.0,74.0,84.0,144.0,50.0,18.0,0.0,6.0,27.0,0.0,0.0,38.0,0.0,0.0,8.0,0.0,52.0,104.0,90.0,0.0,76.0,96.0,0.0,12.0,108.0,0.0,33.0,0.0
2100,2516,240,32.0,90.0,0.0,0.0,124,56.0,40.0,0.0,176.0,48.0,97.0,16.0,40.0,24.0,70.0,24.0,0.0,45.0,68.0,12.0,14,0.0,168.0,77,39,24.0,8.0,24.0,0.0,88.0,72.0,118.0,72.0,108.0,96.0,0.0,80.0,0.0,0.0,10.0,8.0,62.0,62.0,47.0,24.0,56.0,0.0,2.0,36.0,55.0,44.0,0.0,92.0,20.0,48.0,0.0
2101,3238,297,64.0,174.0,64.0,72.0,203,220.0,36.0,104.0,140.0,18.0,102.0,16.0,116.0,24.0,0.0,156.0,8.0,26.0,24.0,12.0,40,28.0,78.0,56,38,16.0,0.0,84.0,48.0,32.0,42.0,12.0,0.0,56.0,150.0,58.0,56.0,72.0,8.0,18.0,8.0,16.0,52.0,48.0,16.0,66.0,114.0,24.0,32.0,142.0,86.0,32.0,91.0,16.0,24.0,0.0
2102,2755,316,24.0,140.0,24.0,0.0,179,0.0,0.0,104.0,196.0,44.0,96.0,64.0,88.0,54.0,0.0,0.0,24.0,0.0,36.0,112.0,51,48.0,188.0,92,45,24.0,16.0,156.0,16.0,12.0,0.0,96.0,80.0,16.0,56.0,0.0,32.0,0.0,0.0,0.0,12.0,56.0,72.0,78.0,84.0,56.0,130.0,36.0,16.0,0.0,64.0,0.0,20.0,0.0,18.0,0.0
2103,2604,189,64.0,134.0,0.0,86.0,98,12.0,12.0,105.0,274.0,40.0,68.0,66.0,196.0,36.0,72.0,48.0,64.0,40.0,48.0,0.0,22,0.0,0.0,50,41,52.0,0.0,12.0,48.0,112.0,62.0,32.0,20.0,40.0,24.0,0.0,0.0,0.0,54.0,36.0,46.0,32.0,108.0,24.0,44.0,98.0,12.0,24.0,36.0,0.0,0.0,16.0,64.0,32.0,0.0,0.0
2104,2863,225,16.0,78.0,0.0,48.0,113,240.0,96.0,72.0,248.0,32.0,34.0,40.0,148.0,50.0,60.0,86.0,46.0,28.0,16.0,44.0,52,0.0,80.0,80,32,24.0,22.0,144.0,0.0,8.0,164.0,0.0,0.0,12.0,72.0,0.0,176.0,0.0,0.0,88.0,0.0,0.0,24.0,0.0,16.0,60.0,0.0,76.0,0.0,88.0,0.0,96.0,18.0,36.0,0.0,0.0
2105,2944,256,56.0,256.0,16.0,44.0,175,328.0,16.0,84.0,112.0,0.0,6.0,24.0,126.0,48.0,18.0,208.0,24.0,0.0,40.0,144.0,68,32.0,160.0,45,36,52.0,38.0,78.0,0.0,0.0,0.0,0.0,60.0,16.0,0.0,0.0,0.0,84.0,0.0,22.0,16.0,16.0,120.0,40.0,0.0,48.0,48.0,0.0,144.0,24.0,0.0,54.0,6.0,12.0,0.0,0.0
2106,2689,201,52.0,80.0,40.0,24.0,101,64.0,40.0,128.0,84.0,132.0,108.0,16.0,18.0,0.0,73.0,24.0,0.0,0.0,48.0,108.0,16,108.0,0.0,56,44,16.0,8.0,90.0,24.0,48.0,156.0,9.0,57.0,24.0,16.0,0.0,72.0,48.0,36.0,97.0,0.0,86.0,24.0,0.0,0.0,180.0,20.0,8.0,100.0,60.0,32.0,96.0,18.0,0.0,0.0,0.0
2107,3192,427,44.0,40.0,0.0,104.0,349,36.0,45.0,123.0,176.0,60.0,76.0,88.0,172.0,42.0,64.0,0.0,0.0,64.0,164.0,175.0,24,100.0,42.0,44,34,72.0,68.0,56.0,0.0,0.0,60.0,0.0,72.0,0.0,76.0,12.0,9.0,0.0,12.0,69.0,16.0,68.0,0.0,36.0,0.0,108.0,24.0,8.0,48.0,128.0,16.0,0.0,51.0,108.0,9.0,0.0
2108,2971,210,64.0,112.0,144.0,48.0,114,84.0,0.0,100.0,236.0,80.0,54.0,16.0,140.0,60.0,16.0,72.0,0.0,8.0,92.0,96.0,93,100.0,112.0,53,43,0.0,18.0,48.0,40.0,16.0,8.0,0.0,98.0,0.0,24.0,60.0,24.0,132.0,66.0,0.0,32.0,36.0,0.0,0.0,0.0,68.0,22.0,36.0,32.0,160.0,0.0,46.0,44.0,24.0,0.0,0.0
